q01_num_hijos,q02a_age_2nd_child_to_1st,q02b_age_3rd_child_to_1st,q02c_age_4th_child_to_1st,q03_help,q04_excedencia_all,q05_duration_child,q06_duration_child,q07_duration_child,q08_main_reason,q09a_secondary_reason,q09b_secondary_reason,q09c_secondary_reason,q09d_secondary_reason,q10_diff_reasons,q11_other_ask,q12_other_not_reason,q13a_conciliation_opts,q13b_conciliation_opts,q13c_conciliation_opts,q14_company_reaction,q15_mates_reaction,q16_formation_time,q17_work_during,q18_back_work,q19_tasks_after,q20_current_tasks,q21_excedencia_general_evaluation,q22_excedencia_needs_improvements,q23_excedencia_specify_improvements,q24_conciliation_general_evaluation,q25_conciliation_needs_improvements,q26_conciliation_specify_improvements,q27_experience_description,q28_comments,q29_genre,q31_civil_status,q32_education,q33_job,q34_contract
2,6,,,"No, no cuento con nadie más",no,18 meses. 2 hijo,0,O,Quería dedicarme por completo a mi/s hijo/s,No contaba con ayuda externa de familiares,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,"En el primero no la solicité y lo llevé a la guardería muy pequeñito, experiencia que no quería repetir con el segundo. Esta vez no quiero perderme nada ni que el bebé lo pase mal.",no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Flexibilidad de horario,Reducción de jornada,NA,Hostilidad,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé trabajos de menor responsabilidad ,otros: No hace más de 3 años,3,"Sí, creo que necesita alguna mejora.","Deberia cobrarse un mínimo, aunque fuese solo para cubrir gastos del bebé.
Deberia verse como algo positivo y no recriminante por la empresa y compañeros.
Deberia haber más facilidades de teletrabajo",3,"Sí, creo que necesita alguna mejora.","Reducción de jornada sin reducción de retribuciones para el cuidado de los hijos hasta los 12 años, por ejemplo.
Más ayudas económicas para poder pagar ayuda, en caso de no tener familiares disponibles.",La mejor decisión,Es un sacrificio económico que merece la pena.,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
2,2,,,"No, no cuento con nadie más",si,5,5,2,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,NA,NA,NA,,no,otros: Era menos probable que yo perdiera mi puesto de trabajo,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,4,"Sí, creo que necesita alguna mejora.",Mayor facilidad para alternar cuidados entre padre y madre,2,"Sí, creo que necesita alguna mejora.",Facilidad por parte de las empresas para ayudar a la conciliación y oferta pública para cuidado los niños cuando no hay calendario escolar: puentes y vacaciones,"Necesidad, sacrificio económico y facilidad en mi caso",,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,otros: Fijo
2,,,,"No, no cuento con nadie más",no,12 2,,,No contaba con ayuda externa de familiares,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,no,otros: Es autónomo,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Es de mayor rango ,6,"Sí, creo que necesita alguna mejora.",Yo soy funcionaria. La empresa privada no tiene nada que ver,5,"Sí, creo que necesita alguna mejora.",Involucración del hombre,"Fácil
Cómoda
Gratificante",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
2,3,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,1- 3meses; 2- 12 meses,12 meses,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,,Reducción de jornada,NA,NA,Comprensión,Comprensión,"Sí, compaginé el cuidado del hijo con formación / actividades para estar al día en mi profesión.",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,otros: Me gustaría que no fuera necesario por tener permiso de maternidad más largo,,6,"Sí, creo que necesita alguna mejora.","Permisos más largos, horarios flexibles y por objetivos","Maravilloso, gratificante, costoso ",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
2,3,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",no,28,,,Quería dedicarme por completo a mi/s hijo/s,Mi puesto de trabajo no permitía la conciliación con la vida familiar ,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,No aplica,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",Realicé algún trabajo sin contrato,Cambió el tipo de jornada ,Realicé trabajos de menor responsabilidad ,,5,"No, considero que funciona bien.",,4,"Sí, creo que necesita alguna mejora.","En mi caso, poder adaptar en cualquier momento del año el tipo de jornada al momento y necesidadesffamiliares","Gratificante vivenciar este proceso familiar desde la dedicacion

Gran aportacion de la distancia con el puesto de trabajo a una nueva vision sobre este mismo

Si las circunstancias lo permiten,  repetire experiencia","Si. 
Me falta un poco el hacer incapie en cual es la situacion familiar peincipalmdnte de la pareja por ser el elemento primordial de sosten: apoya en la crianza?  Esta presente?  Trabaja tb por su cuenta?  Esta cercano a los hijos?  Apoya que se solicite la excedencia?  
Siento que son estos datos muy  importantes para entender la naturaleza de la necesidad que lleva a una excedencia",Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
2,2,,,"Sí, los abuelos u otros familiares viven en el hogar ",si,12,19,,No tenía una opción real de adaptar la jornada a mis necesidades familiares ,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Indiferencia,otros: Envidia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,otros: Al pedirme reducción me han castigado en in peor puesto,,2,"Sí, creo que necesita alguna mejora.",.,1,"Sí, creo que necesita alguna mejora.",En mi caso lo único que ofrecen es una reducción de jornada y por cogerla te castigan,Se acaba pagando ,,Mujer,Vivo en pareja,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,otros: Fijo
2,4,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",no,9 meses para mi primer hijo,,,otros: Trabajaba la madre y mi situacion laboral y economica me lo permitia,NA,NA,NA,NA,,no,otros: Trabajo,otros: Puedo elegir,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,7,"No, considero que funciona bien.",,6,"Sí, creo que necesita alguna mejora.",Horarios flexibles,Disfrute al máximo de mi hijo,,Hombre,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
2,6,,,"No, no cuento con nadie más",no,4,0,4,Quería dedicarme por completo a mi/s hijo/s,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),NA,NA,NA,No tenía a nadie para cuidarlos y la guardería y el comedor es un gasto mayor a lo que cobro,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,No facilita ninguna de estas opciones,NA,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,La excedencia no ha acabado aún,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,2,"Sí, creo que necesita alguna mejora.","Las madres o padres debemos cuidar a los hijos hasta los 3 años, debería estar remunerado. ",4,"Sí, creo que necesita alguna mejora.",Que la empresa dejara escoger horario ,"Tenemos que disfrutar de nuestros hijos sus primeros años de vida, para ello la seguridad social debería proporcionar una pequeña paga para poder cuidarles y mantenerles sin tener que trabajar. Y poder cuidarlos como se merecen",Me gustaría disfrutar más de mis hijos pero por tema económico no puedo,Mujer,Casado/a,Formación profesional ,Trabajo en el sector privado,Indefinido
2,3,,,"No, no cuento con nadie más",si,7 meses y primer hijo,8 meses y segundo hijo,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,No aplica,Reducción de jornada,NA,NA,Indiferencia,Indiferencia,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,4,"No, considero que funciona bien.",,2,"Sí, creo que necesita alguna mejora.","Jornada continuas, mayor baja por maternidad, trabajo remoto, flexibilidad horaria, baja por enfermedad de hijos, días/horas para tutoría, visitas médicas, etc","Personalmente tiempo maravilloso, Económicamente desastroso, laboralmente neutro",,Mujer,Pareja de hecho,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
2,4,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,5 meses despues del permiso de maternidad,"segundo hijo, cogere 7meses",No,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,NA,,si,No aplica,Reducción de jornada,NA,NA,Indiferencia,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Es de mayor rango ,5,"Sí, creo que necesita alguna mejora.",Que se tenga en cuenta a la hora de valorar meritos para progresar en el ambito laboral.,4,"Sí, creo que necesita alguna mejora.",,"Merece la pena, para los padres y madres, para los hijos e hijas y para toda la sociedad. La sociedad deberia reconocer el valor social de la crianza de los hijos e hijas.",,Mujer,Pareja de hecho,Doctorado,Trabajo en el sector público,Indefinido
2,3,,,"Sí, una persona contratada nos ayuda a cuidar del hijo/s",no,9 meses,,,Quería dedicarme por completo a mi/s hijo/s,No me veía capaz para trabajar y cuidar de un bebé a la vez,NA,NA,NA,,no,No nos planteamos esa opción,Reducción de jornada,NA,NA,"otros: Lo aceptaron por lo que no se puede calificar de hostil, pero no fue muy bien recibida por parte de la dirección",otros: La mayoría lo comprendió pero hubo gente que lo criticó,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Asumí tareas de mayor responsabilidad ,Es de mayor rango ,7,"No, considero que funciona bien.",,3,"Sí, creo que necesita alguna mejora.",Creo que España debería copiar los sistemas de otros países más avanzados como los nórdicos en los que tanto padres como madres tienen opción a bajas paternales más largas y periodos remunerados para el cuidado de sus hijos,Buena e irrepetible ,Creo que para mí personalmente hubiera sido mejor seguir trabajando. Pero en aquel momento yo no lo sabía porque pensaba que era mi deber quedarme en casa.  Creo que soy más feliz compaginando vida familiar y laboral,Mujer,Casado/a,Estudios secundarios ,Trabajo en el sector privado,Indefinido
2,2,,,"No, no cuento con nadie más",si,3,3,2 excedencias más durante el verano de 2 meses cada una,No contaba con ayuda externa de familiares,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,si,No aplica,Flexibilidad de horario,Reducción de jornada,Teletrabajo,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,6,"Sí, creo que necesita alguna mejora.",Las excedencias para hijos al menos menores de 1 año deberían estar remuneradas en un porcentaje para que todos los padres pudieran cuidar de sus hijos,7,"Sí, creo que necesita alguna mejora.","Reducción de jornada al 100%de salario, bajas m/paternales de 1 año para cada uno intransferible, flexibilidad horaria, teletrabajo","Disfrutar de ellos no se paga con dinero, repetiría, tengo suerte","Me considero un privilegiado por haber ""podido"" RENUNCIAR a mi salario para cuidar a mis hijos, y me parece muy triste que sea así",Hombre,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector privado,Indefinido
2,9,,,"No, no cuento con nadie más",si,12,12,,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),Quería dedicarme por completo a mi/s hijo/s,NA,NA,NA,,no,Decidimos que era mejor que la tomara solo yo por una cuestión económica,Reducción de jornada,NA,NA,Comprensión,Hostilidad,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambió el tipo de jornada ,Realicé la misma actividad que antes de la excedencia ,,5,"Sí, creo que necesita alguna mejora.",,4,"Sí, creo que necesita alguna mejora.",Poder elegir horario de trabajo dentro del horario escolar,Muy buena decisión ,No considero q sea natural q tengamos q dejar a nuestros hijos de 4 meses en una guardería ,Mujer,Casado/a,Estudios primarios ,Trabajo en el sector privado,Indefinido
2,4,,,"No, no cuento con nadie más",si,"Siete años para los dos hijos, mas dos de esperque tardaron ","Siete años para los dos, mas dos de espera.",,Quería dedicarme por completo a mi/s hijo/s,Económico (“me salía más a cuenta cuidar yo mismo al niño que pagar a alguien para que lo hiciera”),Quería dedicarme por completo a mi/s hijo/s,NA,NA,Los mismos,no,No nos planteamos esa opción,Antes ninguna. Ahora reducción de jornada,No facilita ninguna de estas opciones,NA,Indiferencia,Hostilidad,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Cambié de puesto,Realicé trabajos de menor responsabilidad ,Estoy en el mismo puesto o en otro similar,4,"Sí, creo que necesita alguna mejora.",Facilitaria reducción de jornada. Reserva del lugar de trabajo. Mas comprensión del entorno laboral.,3,"Sí, creo que necesita alguna mejora.","Flexibilidad horaria. Vacaciones en periodo de vacaciones escolares.
Trabajar desde casa.","Excelente para mi familia.
Regular para mi vida laboral.","En mi caso me costó, algo mas de dos años, que me dieran plaza al solicitar el reingreso. Y accepté un puesto de trabajo duro y poco valorado.",Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
2,3,,,"Sí, los abuelos u otros familiares participan en el cuidado de los hijo/s",si,12,18,,Quería dedicarme por completo a mi/s hijo/s,Quería dedicarme por completo a mi/s hijo/s,Sentía que mi puesto de trabajo estaba asegurado,NA,NA,,no,No nos planteamos esa opción,Flexibilidad de horario,Reducción de jornada,NA,Comprensión,Comprensión,"Ni me lo planteé,  me centré en cuidar a mi/s hijo/s",No,Volví al mismo puesto con la misma jornada ,Realicé la misma actividad que antes de la excedencia ,Estoy en el mismo puesto o en otro similar,6,"No, considero que funciona bien.",,3,"Sí, creo que necesita alguna mejora.","Alguna medida para cuando los niños son pequeños y se ponen malitos. En esos casos tienen que estar con su madre o padre, no con canguros ni abuelas","Necesaria para ellos y para mi
Verlos crecer y hacerse mayores
Estar con ellos cuando están malitos, sin preocuparte del trabajo",,Mujer,Casado/a,Estudios superiores (diplomatura/licenciatura/ingenieria),Trabajo en el sector público,Indefinido
